# ZTF Solar System Marshal CHECK_FMO output
# started at 2018-05-12 02:42:21+0000
# start_date                    = 20171001
# end_date                      = 20180510
# min motion rate (arcsec/sec)  = 0.16666666666666666
# limiting magnitude            = 21.0
# max uncertainty limit         = 60.0
#   object    date UT  filter   rate    sundist   geodist  vmag   ecllat  unc range	fracday      
#                              [''/s]     [AU]      [AU]          [deg]      ['']  	      
  2017 YL1   20171221   zg   0.415623   1.0068    0.0314  19.28 32.0688    1.1011  	453484
  2017 YM1   20171218   zr   0.178732   0.9909    0.0191  19.43 50.2965   11.9425  	455532
  2017 YM1   20171218   zr   0.169646   0.9910    0.0194  19.45 50.4188   11.5066  	494965
  2017 YN1   20171220   zg   0.509262   0.9998    0.0215  19.73 -37.8054   4.3184  	272662
  2017 YN1   20171220   zg   0.510738   1.0000    0.0215  19.72 -37.3585   4.1399  	314664
  2017 YN1   20171223   zg   0.327193   1.0102    0.0269  19.03 -7.2948    1.5530  	519942
  2017 YP1   20171218   zr   0.518501   1.0008    0.0229  19.50 43.2144   25.0971  	329803
  2017 YP1   20171218   zr   0.524944   1.0008    0.0228  19.49 43.0231   25.1059  	345486
  2017 YP1   20171220   zg   1.247538   0.9986    0.0148  16.99  3.2478   12.8407  	259491
  2017 YP1   20171220   zg   1.254486   0.9986    0.0147  16.96  2.6531   12.5526  	279572
  2017 YP1   20171220   zg   1.261018   0.9985    0.0147  16.93  2.0579   12.2801  	299572
  2017 YR1   20171227   zg   0.175098   0.9881    0.1236  18.83 15.4289    0.6017  	127882
  2017 YR1   20171228   zg   0.184766   0.9928    0.1203  18.70 12.8988    0.6227  	077153
  2017 YR1   20171229   zg   0.195439   0.9982    0.1172  18.56  9.8260    0.6490  	150984
  2017 YR1   20171230   zg   0.202560   1.0034    0.1152  18.43  6.7949    0.6750  	149606
  2017 YR1   20171231   zg   0.206508   1.0083    0.1140  18.33  3.8675    0.6962  	078009
  2017 YR1   20171231   zg   0.206856   1.0086    0.1140  18.33  3.7068    0.6962  	129039
  2017 YR1   20171231   zg   0.207160   1.0087    0.1140  18.33  3.6326    0.6970  	152535
  2017 YR1   20180102   zg   0.207200   1.0199    0.1141  18.16 -2.8408    0.7148  	167963
  2017 YR1   20180103   zg   0.202932   1.0260    0.1157  18.10 -6.1737    0.7065  	230255
  2017 YS1   20171220   zg   0.287931   0.9903    0.0097  20.99 -46.5401   6.9827  	314132
  2017 YS1   20171220   zg   0.290443   0.9903    0.0097  20.98 -46.4381   6.8731  	333819
  2017 YS1   20171223   zg   0.725143   0.9880    0.0058  19.66 -21.8271   1.7557  	104815
  2017 YS1   20171223   zg   0.768277   0.9879    0.0057  19.63 -20.4387   1.6091  	194306
  2017 YS1   20171223   zg   0.788531   0.9879    0.0056  19.60 -18.8120   1.8410  	294907
  2017 YS1   20171223   zg   0.788798   0.9879    0.0056  19.60 -18.6582   1.8800  	304271
  2017 YT1   20171223   zg   0.340039   1.0206    0.0420  19.46 -28.1781   0.7578  	187766
  2017 YT1   20171223   zg   0.323892   1.0218    0.0430  19.49 -27.3820   0.5644  	288356
  2017 YT1   20171223   zg   0.296781   1.0240    0.0450  19.54 -26.0114   1.0118  	473438
  2017 YU1   20171227   zg   0.371298   0.9962    0.0243  20.60 16.6769    1.8396  	139074
  2017 YU1   20171227   zg   0.371569   0.9962    0.0242  20.60 16.7803    1.8454  	151551
  2017 YU1   20171227   zg   0.371835   0.9961    0.0242  20.60 17.0616    1.8634  	185231
  2017 YU1   20171228   zg   0.447492   0.9930    0.0220  20.57 25.8843    3.0302  	160104
  2017 YU1   20171228   zg   0.446971   0.9929    0.0220  20.57 26.0964    3.0529  	181319
  2017 YU1   20171228   zg   0.446471   0.9929    0.0219  20.57 26.2392    3.0678  	195625
  2017 YU1   20171229   zg   0.514318   0.9901    0.0205  20.64 36.0262    4.5226  	121771
  2017 YU1   20171229   zg   0.513260   0.9900    0.0205  20.64 36.2524    4.5553  	141736
  2017 YU1   20171229   zg   0.512224   0.9900    0.0205  20.65 36.4290    4.5797  	157361
  2017 YU1   20171230   zg   0.543646   0.9871    0.0199  20.85 47.6906    6.2348  	140972
  2017 YU1   20171230   zg   0.541090   0.9871    0.0199  20.85 47.9004    6.2628  	159190
  2017 YB2   20171212   zr   0.210811   1.0107    0.0451  20.54 -18.6182  46.4595  	290232
  2017 YB2   20171212   zr   0.211192   1.0108    0.0451  20.54 -18.6474  46.3668  	300208
  2017 YB2   20171214   zr   0.195384   1.0143    0.0467  20.49 -24.0474  30.9301  	192060
  2017 YB2   20171214   zr   0.195107   1.0144    0.0468  20.49 -24.0925  30.7602  	210000
  2017 YB2   20171215   zr   0.184391   1.0164    0.0481  20.49 -26.5527  23.6515  	211100
  2017 YD2   20171224   zg   0.337677   0.9979    0.0148  20.53 11.3734    1.0831  	279213
  2017 YD2   20171224   zg   0.367511   0.9971    0.0139  20.36 11.6530    1.4960  	477303
  2017 YD2   20171224   zg   0.367663   0.9967    0.0135  20.29 11.7510    2.2480  	561944
  2017 YN3   20180111   zg   0.445882   1.0867    0.1040  15.09 -5.8523    0.7120  	297882
  2017 YN3   20180111   zg   0.445985   1.0867    0.1040  15.07 -5.6271    0.7069  	320706
  2017 YN3   20180111   zg   0.446025   1.0867    0.1040  15.06 -5.4809    0.7036  	335521
  2017 YN3   20180113   zg   0.411560   1.0891    0.1084  15.46 12.9984    0.5797  	244502
  2017 YN3   20180113   zg   0.409219   1.0892    0.1086  15.48 13.3726    0.5772  	285868
  2017 YN3   20180113   zg   0.408592   1.0892    0.1087  15.48 13.4679    0.5766  	296400
  2017 YN3   20180113   zg   0.405138   1.0893    0.1090  15.51 13.9659    0.5772  	352025
  2017 YN3   20180113   zg   0.403937   1.0893    0.1091  15.52 14.1319    0.5777  	370660
  2017 YN3   20180114   zg   0.361063   1.0906    0.1157  15.96 21.5982    0.5761  	257303
  2017 YN3   20180114   zg   0.359702   1.0907    0.1158  15.97 21.7495    0.5782  	276505
  2017 YN3   20180114   zg   0.357701   1.0907    0.1161  15.98 21.9648    0.5809  	304016
  2017 YN3   20180114   zg   0.355995   1.0908    0.1163  15.99 22.1431    0.5827  	326921
  2017 YN3   20180114   zg   0.354259   1.0908    0.1165  16.00 22.3209    0.5844  	349884
  2017 YN3   20180114   zg   0.353386   1.0908    0.1166  16.01 22.4093    0.5857  	361343
  2017 YN3   20180114   zg   0.351207   1.0909    0.1168  16.02 22.6285    0.5877  	389861
  2017 YR3   20171227   zg   0.360927   0.9969    0.0226  19.40 -37.8607   1.4612  	210613
  2017 YR3   20171230   zg   0.232249   1.0052    0.0281  19.42 -37.0456   1.5553  	289954
  2017 YR3   20171230   zg   0.231995   1.0052    0.0281  19.42 -37.0330   1.5558  	300347
  2017 YR3   20171230   zg   0.231786   1.0052    0.0282  19.42 -37.0173   1.5558  	313160
  2017 YR3   20171231   zg   0.194563   1.0080    0.0307  19.52 -35.7665   1.4854  	285822
  2017 YR3   20171231   zg   0.193952   1.0081    0.0307  19.53 -35.7357   1.4854  	308565
  2017 YR3   20171231   zg   0.193852   1.0081    0.0307  19.53 -35.7279   1.4854  	314259
  2017 YU3   20180111   zg   0.316163   1.0250    0.0528  19.39 27.0967    0.9615  	247106
  2017 YW3   20171218   zr   0.284998   0.9880    0.0127  19.92 25.7682   10.9215  	255347
  2017 YW3   20171220   zg   0.278782   0.9902    0.0124  19.48 19.8482    6.4860  	128750
  2017 YW3   20171220   zg   0.279245   0.9902    0.0125  19.48 19.7677    6.4929  	154641
  2017 YW3   20171220   zg   0.280450   0.9903    0.0125  19.48 19.7001    6.4958  	175822
  2017 YR4   20171223   zg   0.177838   1.0163    0.0482  19.97 -8.2809    1.0472  	087662
  2017 YR4   20171223   zg   0.176228   1.0164    0.0481  19.95 -8.1443    0.8573  	199931
  2017 YR4   20171223   zg   0.176230   1.0164    0.0481  19.95 -8.1437    0.8565  	200463
  2017 YR4   20171227   zg   0.185740   1.0232    0.0474  19.48 -3.0764    0.7417  	213808
  2017 YR4   20171227   zg   0.185309   1.0233    0.0474  19.47 -2.9997    0.8251  	269931
  2017 YR4   20171228   zg   0.181585   1.0252    0.0480  19.40 -1.7604    0.8983  	214873
  2017 YR4   20171228   zg   0.181138   1.0253    0.0480  19.39 -1.7306    0.9287  	236921
  2017 YR4   20171228   zg   0.180915   1.0253    0.0481  19.39 -1.7073    0.9557  	254294
  2017 YR4   20171229   zg   0.175184   1.0274    0.0490  19.33 -0.4781    1.0196  	214896
  2017 YR4   20171229   zg   0.174624   1.0274    0.0490  19.33 -0.4499    1.0479  	236481
  2017 YR4   20171229   zg   0.174210   1.0275    0.0490  19.33 -0.4194    1.0822  	259977
  2017 YV4   20171220   zg   0.179149   1.0285    0.0550  20.30  5.4558   26.6481  	406435
  2017 YV4   20171221   zg   0.200743   1.0242    0.0519  20.27  3.4075   18.7527  	434271
  2017 YV4   20171221   zg   0.200985   1.0242    0.0519  20.27  3.3924   18.6707  	441181
  2017 YV4   20171223   zg   0.241079   1.0168    0.0476  20.30 -0.9226    6.9373  	286227
  2017 YV4   20171223   zg   0.242052   1.0160    0.0472  20.30 -1.4040    5.0182  	471238
  2017 YV4   20171227   zg   0.269077   1.0009    0.0446  20.79 -12.2413   5.4815  	460995
  2017 YV4   20171227   zg   0.268337   1.0008    0.0446  20.80 -12.3489   5.5691  	501019
  2017 YX4   20180101   zg   0.173213   1.0193    0.0485  19.02  2.6701    0.7492  	227280
  2017 YX4   20180101   zg   0.173818   1.0192    0.0484  19.02  2.6106    0.7968  	248646
  2017 YX4   20180101   zg   0.173940   1.0192    0.0484  19.02  2.5968    0.8094  	253588
  2017 YX4   20180101   zg   0.174586   1.0191    0.0483  19.02  2.5009    0.9121  	287650
  2017 YX4   20180101   zg   0.174803   1.0190    0.0483  19.02  2.4471    0.9736  	306574
  2017 YX4   20180102   zg   0.189882   1.0154    0.0461  19.02 -0.1862    0.6744  	190324
  2017 YX4   20180103   zg   0.208441   1.0114    0.0439  19.05 -3.4666    0.6409  	192095
  2017 YX4   20180103   zg   0.209092   1.0113    0.0438  19.05 -3.5445    0.6066  	215231
  2017 YX4   20180103   zg   0.209759   1.0112    0.0438  19.05 -3.6589    0.6156  	248889
  2017 YX4   20180103   zg   0.210027   1.0108    0.0436  19.05 -3.9503    0.8095  	333345
  2017 YY4   20171227   zg   0.254424   1.0469    0.0715  20.73  0.3957    6.0664  	400995
  2017 YY4   20171227   zg   0.254645   1.0470    0.0715  20.72  0.2704    6.1987  	421991
  2017 YY4   20171228   zg   0.248318   1.0486    0.0724  20.70 -5.4551   12.1913  	398542
  2017 YY4   20171228   zg   0.248318   1.0486    0.0725  20.70 -5.5786   12.3562  	419757
  2017 YY4   20171231   zg   0.205943   1.0537    0.0794  20.97 -21.0997  37.0170  	336204
  2017 YY4   20171231   zg   0.205632   1.0537    0.0795  20.98 -21.1990  37.2073  	356933
  2017 YZ4   20171227   zg   0.374614   0.9905    0.0077  18.82  0.5698    0.9814  	276898
  2017 YZ4   20171227   zg   0.386073   0.9904    0.0075  18.77  0.8281    1.0540  	311088
  2017 YZ4   20171228   zg   2.495516   0.9857    0.0029  17.19 18.8407    2.8020  	202083
  2017 YK5   20171227   zg   0.356960   1.0166    0.0417  19.04 17.3181    0.7570  	205139
  2017 YK5   20171227   zg   0.353181   1.0170    0.0420  19.03 17.2394    0.7334  	267257
  2017 YK5   20171228   zg   0.289547   1.0233    0.0463  19.05 15.9509    0.8800  	216458
  2017 YK5   20171228   zg   0.287825   1.0235    0.0464  19.05 15.9151    0.8698  	243866
  2017 YK5   20171229   zg   0.232934   1.0301    0.0516  19.11 14.6177    0.9416  	218090
  2017 YK5   20171229   zg   0.231460   1.0302    0.0517  19.11 14.5850    0.9358  	244688
  2017 YK5   20171229   zg   0.229052   1.0307    0.0521  19.12 14.5019    0.9434  	310382
  2017 YK5   20171230   zg   0.188037   1.0369    0.0574  19.21 13.4079    0.9528  	212894
  2017 YK5   20171230   zg   0.186745   1.0371    0.0575  19.21 13.3793    0.9496  	239120
  2017 YK5   20171230   zg   0.185909   1.0372    0.0577  19.21 13.3565    0.9485  	259757
  2017 YL5   20171227   zg   0.262374   1.0392    0.0672  19.70 -12.0713   1.2073  	234039
  2017 YL5   20171227   zg   0.265037   1.0387    0.0668  19.69 -12.0893   1.2034  	275833
  2017 YL5   20171228   zg   0.338384   1.0276    0.0590  19.64 -12.4978   3.3373  	207419
  2017 YL5   20171228   zg   0.340323   1.0274    0.0588  19.64 -12.5052   3.4320  	228912
  2017 YL5   20171228   zg   0.342065   1.0271    0.0586  19.64 -12.5124   3.5449  	250012
  2017 YL5   20171230   zg   0.546293   1.0042    0.0462  19.76 -12.6901  27.2041  	169444
  2017 YL5   20171230   zg   0.546346   1.0042    0.0462  19.76 -12.6898  27.2158  	169977
  2017 YL5   20171230   zg   0.548424   1.0039    0.0461  19.76 -12.6793  27.7009  	191447
  2017 YL5   20171230   zg   0.548472   1.0039    0.0461  19.76 -12.6790  27.7133  	191979
  2017 YL5   20171231   zg   0.632906   0.9927    0.0429  20.04 -11.9387  51.0987  	126377
  2017 YL5   20171231   zg   0.633958   0.9924    0.0428  20.05 -11.9108  51.7241  	147222
  2017 YL5   20171231   zg   0.634729   0.9922    0.0428  20.06 -11.8831  52.3359  	167558
  2017 YM5   20171227   zg   0.236584   1.0588    0.0787  20.36  6.5774    0.8251  	374375
  2017 YM5   20171227   zg   0.236425   1.0588    0.0787  20.36  6.6207    0.8438  	381979
  2017 YM5   20171227   zg   0.235971   1.0588    0.0787  20.36  6.7443    0.9426  	404190
  2017 YM5   20171228   zg   0.233614   1.0586    0.0792  20.43 12.2055    1.1131  	373657
  2017 YM5   20171228   zg   0.232745   1.0586    0.0792  20.43 12.3716    1.2573  	403333
  2017 YM5   20171228   zg   0.232184   1.0586    0.0792  20.43 12.4805    1.3884  	423484
  2017 YM5   20171230   zg   0.215614   1.0584    0.0824  20.74 22.8381    2.2553  	346551
  2017 YM5   20171230   zg   0.214959   1.0584    0.0824  20.75 22.9186    2.3092  	362315
  2017 YP5   20171231   zg   0.194005   1.0286    0.0575  18.78 27.3431    0.6437  	384676
  2017 YP5   20171231   zg   0.194127   1.0285    0.0575  18.78 27.3535    0.6445  	411551
  2017 YP5   20171231   zg   0.194424   1.0285    0.0575  18.78 27.3615    0.6452  	433715
  2017 YP5   20171231   zg   0.194433   1.0284    0.0575  18.78 27.3616    0.6452  	434236
  2017 YP5   20180101   zg   0.201633   1.0257    0.0565  18.84 27.6536    0.7024  	345949
  2017 YP5   20180101   zg   0.201250   1.0256    0.0565  18.84 27.6595    0.7030  	373264
  2017 YP5   20180101   zg   0.201134   1.0256    0.0564  18.84 27.6633    0.7038  	393553
  2017 YP5   20180101   zg   0.201132   1.0255    0.0564  18.84 27.6652    0.7044  	404792
  2017 YP5   20180101   zg   0.201298   1.0255    0.0564  18.84 27.6689    0.7052  	430382
  2017 YP5   20180101   zg   0.201463   1.0254    0.0564  18.84 27.6704    0.7058  	442801
  2017 YP5   20180102   zg   0.205263   1.0226    0.0558  18.92 27.7381    0.7696  	432002
  2017 YP5   20180102   zg   0.205453   1.0226    0.0558  18.93 27.7355    0.7710  	452268
  2017 YP5   20180103   zg   0.206723   1.0201    0.0556  19.02 27.5752    0.8276  	363414
  2017 YP5   20180103   zg   0.206149   1.0201    0.0556  19.02 27.5660    0.8290  	394259
  2017 YB6   20171227   zg   0.685197   1.0010    0.0193  20.40 10.5594    1.1146  	414838
  2017 YB6   20171227   zg   0.687556   1.0010    0.0193  20.40 10.6761    1.1514  	424120
  2017 YB6   20171228   zg   0.990732   0.9952    0.0161  20.63 26.1583    2.4067  	413900
  2017 YB6   20171228   zg   0.993215   0.9951    0.0161  20.63 26.4647    2.4286  	431528
  2017 YB6   20171228   zg   0.995109   0.9950    0.0161  20.64 26.6830    2.4540  	444097
  2017 YB6   20171228   zg   0.996029   0.9950    0.0161  20.64 26.7848    2.4684  	449977
  2017 YB6   20171228   zg   1.003603   0.9947    0.0160  20.66 27.5333    2.6296  	493229
  2017 YP6   20171227   zg   0.503724   1.0231    0.0400  18.81 -7.7982    6.3162  	317593
  2017 YP6   20171227   zg   0.505255   1.0230    0.0399  18.79 -7.5464    6.1578  	338414
  2017 YP6   20171227   zg   0.506776   1.0230    0.0398  18.77 -7.2902    6.0023  	359525
  2017 YP6   20171228   zg   0.584231   1.0203    0.0371  18.54  5.7687    1.0532  	349097
  2017 YP6   20171228   zg   0.584359   1.0203    0.0371  18.55  5.9781    1.0878  	364051
  2017 YP6   20171228   zg   0.584504   1.0202    0.0370  18.56  6.2433    1.1495  	382975
  2017 YP6   20171229   zg   0.604916   1.0178    0.0365  19.12 19.5190    1.3218  	303449
  2017 YP6   20171229   zg   0.602956   1.0178    0.0365  19.14 19.8677    1.4092  	327546
  2017 YP6   20171230   zg   0.559295   1.0154    0.0380  19.68 32.9582    5.3428  	261875
  2017 YP6   20171230   zg   0.556702   1.0154    0.0381  19.69 33.1913    5.4914  	279306
  2017 YP6   20171231   zg   0.466186   1.0130    0.0417  20.26 45.2138   13.7349  	262373
  2017 YP6   20171231   zg   0.463608   1.0129    0.0417  20.27 45.3799   13.8792  	277280
  2017 YP6   20171231   zg   0.460016   1.0129    0.0418  20.28 45.6072   14.0765  	297836
  2017 YQ6   20171228   zg   0.783030   0.9935    0.0101  18.64  5.8860    1.2341  	349097
  2017 YQ6   20171228   zg   0.771035   0.9936    0.0102  18.65  5.6449    1.2148  	364051
  2017 YQ6   20171228   zg   0.756819   0.9937    0.0103  18.67  5.3533    1.2814  	382454
  2017 YQ6   20171228   zg   0.756416   0.9937    0.0103  18.67  5.3450    1.2849  	382975
  2017 YD7   20171229   zg   0.182388   1.0140    0.0312  20.60 10.6517    0.8688  	302928
  2017 YD7   20171229   zg   0.182487   1.0139    0.0311  20.59 10.7362    0.9500  	322222
  2017 YD7   20171230   zg   0.267887   1.0082    0.0258  20.40 15.8182    1.4554  	280903
  2017 YD7   20171230   zg   0.268280   1.0081    0.0257  20.40 15.9026    1.4872  	294028
  2017 YD7   20171230   zg   0.269650   1.0078    0.0255  20.39 16.2071    1.7696  	341192
  2017 YD7   20171231   zg   0.418280   1.0022    0.0206  20.22 23.8036    2.2019  	280475
  2017 YD7   20171231   zg   0.419850   1.0021    0.0205  20.21 23.9996    2.2719  	299954
  2017 YD7   20171231   zg   0.422222   1.0019    0.0204  20.21 24.2998    2.4728  	329688
  2017 YE7   20171229   zg   0.176810   0.9997    0.0166  20.41  6.2918    1.7351  	321690
  2017 YE7   20171230   zg   2.415272   0.9876    0.0048  18.33  5.2039    9.4209  	367650
  2017 YE7   20171230   zg   4.125648   0.9864    0.0037  18.04  4.3968   23.0878  	477141
  2017 YG7   20180101   zg   0.166967   1.0360    0.0672  20.73  5.3467    0.9376  	439514
  2017 YJ7   20171231   zg   0.178648   1.0138    0.0377  20.97 15.4234    1.1275  	413148
  2017 YJ7   20171231   zg   0.179070   1.0138    0.0376  20.96 15.4107    1.3174  	436366
  2017 YJ7   20180101   zg   0.191916   1.0139    0.0360  20.73 14.9754    0.7691  	294144
  2017 YJ7   20180101   zg   0.193670   1.0139    0.0360  20.72 14.9633    0.8288  	317141
  2017 YJ7   20180101   zg   0.195344   1.0139    0.0359  20.72 14.9488    0.9516  	342755
  2017 YJ7   20180101   zg   0.197621   1.0139    0.0358  20.70 14.9168    1.3248  	394086
  2017 YJ7   20180106   zg   0.271618   1.0133    0.0305  19.53  9.8981    1.3451  	263924
  2017 YJ7   20180106   zg   0.272313   1.0133    0.0305  19.53  9.8774    1.3256  	278287
  2017 YJ7   20180106   zg   0.273252   1.0133    0.0305  19.53  9.8365    1.3413  	305972
  2017 YJ7   20180106   zg   0.273652   1.0133    0.0304  19.53  9.7925    1.4355  	334850
  2017 YJ7   20180111   zg   0.226218   1.0106    0.0334  20.69  1.9201    1.1891  	245428
  2017 YK7   20180101   zg   0.172532   0.9984    0.0478  20.69 -2.3316   23.8050  	398414
  2017 YK7   20180101   zg   0.172913   0.9983    0.0476  20.69 -2.3950   24.3471  	422361
  2017 YK7   20180101   zg   0.173608   0.9982    0.0475  20.68 -2.4853   25.1349  	456111
  2017 YK7   20180101   zg   0.173684   0.9982    0.0475  20.68 -2.4939   25.2105  	459294
